]®VHø00/00/0000, 00:00:00, Master Init Complete
05/08/2012, 11:57:24, Note,2
05/08/2012, 11:57:24, Switching to noises
05/08/2012, 11:57:25, Note,2
05/08/2012, 11:57:25, Note,8
05/08/2012, 11:57:25, Note,8
05/08/2012, 11:57:26, Note,6
05/08/2012, 11:57:26, Note,8
05/08/2012, 11:57:26, Switching to instrument 0
05/08/2012, 11:57:26, Note,8
05/08/2012, 11:57:28, Note,3
05/08/2012, 11:57:28, Note,4
05/08/2012, 11:57:28, Note,5
05/08/2012, 11:57:28, Note,3
05/08/2012, 11:57:29, Note,7
05/08/2012, 11:57:29, Note,6
05/08/2012, 11:57:30, Note,7
05/08/2012, 11:57:30, Note,8
05/08/2012, 11:57:30, Note,8
05/08/2012, 11:57:30, Note,7
05/08/2012, 11:57:30, Note,6
05/08/2012, 11:57:30, Note,2
05/08/2012, 11:57:31, Note,1
05/08/2012, 11:57:31, Note,3
05/08/2012, 11:57:31, Note,4
05/08/2012, 11:57:31, Note,5
05/08/2012, 11:57:31, Note,3
05/08/2012, 11:57:32, Note,6
05/08/2012, 11:57:32, Note,8
05/08/2012, 11:57:32, Note,8
05/08/2012, 11:57:33, Note,7
05/08/2012, 11:57:33, Note,6
05/08/2012, 11:57:33, Note,3
05/08/2012, 11:57:33, Note,5
05/08/2012, 11:57:33, Note,2
05/08/2012, 11:57:33, Note,4
05/08/2012, 11:57:33, Note,1
05/08/2012, 11:57:34, Note,3
05/08/2012, 11:57:34, Note,4
05/08/2012, 11:57:34, Note,6
05/08/2012, 11:57:34, Note,7
05/08/2012, 11:57:34, Note,8
05/08/2012, 11:57:34, Note,7
05/08/2012, 11:57:45, Screen Saver
05/08/2012, 11:57:50, Note,6
05/08/2012, 11:57:58, Note,6
05/08/2012, 11:57:58, Note,6
05/08/2012, 11:58:00, Note,6
05/08/2012, 11:58:02, Note,6
05/08/2012, 11:58:04, Note,6
05/08/2012, 11:58:06, Note,6
05/08/2012, 11:58:09, Note,6
05/08/2012, 11:58:16, Note,8
05/08/2012, 11:58:17, Note,7
05/08/2012, 11:58:17, Note,7
05/08/2012, 11:58:17, Note,7
05/08/2012, 11:58:18, Note,6
05/08/2012, 11:58:18, Note,7
05/08/2012, 11:58:19, Note,7
05/08/2012, 11:58:19, Note,7
05/08/2012, 11:58:19, Note,8
05/08/2012, 11:58:20, Note,8
05/08/2012, 11:58:20, Note,7
05/08/2012, 11:58:20, Note,6
05/08/2012, 11:58:21, Note,4
05/08/2012, 11:58:21, Note,6
05/08/2012, 11:58:21, Note,3
05/08/2012, 11:58:22, Note,2
05/08/2012, 11:58:22, Note,3
05/08/2012, 11:58:22, Note,4
05/08/2012, 11:58:22, Note,5
05/08/2012, 11:58:22, Note,6
05/08/2012, 11:58:22, Note,7
05/08/2012, 11:58:23, Note,8
05/08/2012, 11:58:26, Note,8
05/08/2012, 11:58:26, Note,7
05/08/2012, 11:58:26, Note,6
05/08/2012, 11:58:27, Note,5
05/08/2012, 11:58:27, Note,4
05/08/2012, 11:58:32, Note,7
05/08/2012, 11:58:32, Note,7
05/08/2012, 11:58:33, Note,6
05/08/2012, 11:58:34, Note,5
05/08/2012, 11:58:34, Note,5
05/08/2012, 11:58:35, Note,4
05/08/2012, 11:58:36, Note,3
05/08/2012, 11:58:36, Note,3
05/08/2012, 11:58:36, Note,6
05/08/2012, 11:58:37, Note,3
05/08/2012, 11:58:37, Note,3
05/08/2012, 11:58:37, Note,3
05/08/2012, 11:58:37, Note,3
05/08/2012, 11:58:37, Note,3
05/08/2012, 11:58:38, Note,7
05/08/2012, 11:58:38, Note,6
05/08/2012, 11:58:40, Note,3
05/08/2012, 11:58:40, Note,2
05/08/2012, 11:58:41, Note,1
05/08/2012, 11:58:42, Note,2
05/08/2012, 11:58:42, Note,2
05/08/2012, 11:58:42, Note,2
05/08/2012, 11:58:42, Note,2
05/08/2012, 11:58:43, Note,2
05/08/2012, 11:58:43, Note,1
05/08/2012, 11:58:43, Note,2
05/08/2012, 11:58:43, Note,1
05/08/2012, 11:58:44, Note,1
05/08/2012, 11:58:44, Note,6
05/08/2012, 11:58:45, Switching to instrument 1
05/08/2012, 11:58:46, Note,1
05/08/2012, 11:58:46, Note,2
05/08/2012, 11:58:46, Note,4
05/08/2012, 11:58:47, Note,3
05/08/2012, 11:58:47, Note,5
05/08/2012, 11:58:47, Note,5
05/08/2012, 11:58:47, Note,6
05/08/2012, 11:58:48, Note,6
05/08/2012, 11:58:49, Note,4
05/08/2012, 11:58:50, Note,6
05/08/2012, 11:58:51, Note,1
05/08/2012, 11:58:52, Switching to instrument 2
05/08/2012, 11:58:53, Switching to instrument 3
05/08/2012, 11:58:54, Note,2
05/08/2012, 11:58:54, Note,2
05/08/2012, 11:58:58, Note,6
05/08/2012, 11:58:59, Note,6
05/08/2012, 11:59:09, Screen Saver
05/08/2012, 11:59:13, Note,6
05/08/2012, 11:59:23, Screen Saver
05/08/2012, 11:59:34, Screen Saver
05/08/2012, 11:59:34, Note,6
05/08/2012, 11:59:38, Note,6
05/08/2012, 11:59:38, Note,6
05/08/2012, 11:59:46, Note,6
05/08/2012, 11:59:46, Note,6
05/08/2012, 11:59:46, Note,7
05/08/2012, 11:59:48, Note,7
05/08/2012, 11:59:48, Note,7
05/08/2012, 11:59:48, Note,7
05/08/2012, 11:59:48, Note,7
05/08/2012, 11:59:49, Note,7
05/08/2012, 11:59:49, Note,7
05/08/2012, 11:59:49, Note,7
05/08/2012, 11:59:50, Note,7
05/08/2012, 11:59:51, Note,7
05/08/2012, 11:59:51, Note,7
05/08/2012, 11:59:51, Note,7
05/08/2012, 11:59:51, Note,7
05/08/2012, 11:59:54, Note,6
05/08/2012, 11:59:54, Note,5
05/08/2012, 11:59:55, Note,4
05/08/2012, 11:59:55, Note,3
05/08/2012, 11:59:55, Note,3
05/08/2012, 11:59:55, Note,2
05/08/2012, 11:59:56, Note,1
05/08/2012, 11:59:56, Note,2
05/08/2012, 11:59:56, Note,1
05/08/2012, 11:59:56, Note,2
05/08/2012, 11:59:57, Note,2
05/08/2012, 11:59:57, Switching to instrument 4
05/08/2012, 11:59:57, Note,6
05/08/2012, 11:59:58, Switching to noises
05/08/2012, 11:59:59, Switching to instrument 0
05/08/2012, 11:59:59, Switching to instrument 1
05/08/2012, 12:00:00, Switching to instrument 2
05/08/2012, 12:00:00, Switching to instrument 3
05/08/2012, 12:00:01, Note,1
05/08/2012, 12:00:01, Note,2
05/08/2012, 12:00:01, Note,2
05/08/2012, 12:00:01, Note,3
05/08/2012, 12:00:02, Note,4
05/08/2012, 12:00:02, Note,4
05/08/2012, 12:00:02, Note,4
05/08/2012, 12:00:03, Note,5
05/08/2012, 12:00:03, Note,4
05/08/2012, 12:00:03, Note,3
05/08/2012, 12:00:03, Note,5
05/08/2012, 12:00:03, Note,4
05/08/2012, 12:00:04, Note,2
05/08/2012, 12:00:04, Note,1
05/08/2012, 12:00:04, Note,2
05/08/2012, 12:00:05, Note,2
05/08/2012, 12:00:05, Note,1
05/08/2012, 12:00:05, Note,2
05/08/2012, 12:00:06, Note,4
05/08/2012, 12:00:06, Note,4
05/08/2012, 12:00:06, Note,5
05/08/2012, 12:00:06, Note,5
05/08/2012, 12:00:07, Note,4
05/08/2012, 12:00:07, Note,2
05/08/2012, 12:00:08, Note,4
05/08/2012, 12:00:08, Note,5
05/08/2012, 12:00:08, Note,6
05/08/2012, 12:00:08, Note,6
05/08/2012, 12:00:08, Note,5
05/08/2012, 12:00:09, Note,4
05/08/2012, 12:00:12, Note,6
05/08/2012, 12:00:15, Note,6
05/08/2012, 12:00:16, Note,1
05/08/2012, 12:00:16, Note,8
05/08/2012, 12:00:16, Switching to instrument 4
05/08/2012, 12:00:17, Note,2
05/08/2012, 12:00:17, Note,3
05/08/2012, 12:00:18, Note,4
05/08/2012, 12:00:18, Note,5
05/08/2012, 12:00:18, Note,4
05/08/2012, 12:00:18, Note,6
05/08/2012, 12:00:18, Note,5
05/08/2012, 12:00:18, Note,7
05/08/2012, 12:00:19, Note,6
05/08/2012, 12:00:19, Note,7
05/08/2012, 12:00:19, Note,8
05/08/2012, 12:00:19, Note,8
05/08/2012, 12:00:19, Note,7
05/08/2012, 12:00:20, Note,4
05/08/2012, 12:00:20, Note,6
05/08/2012, 12:00:20, Note,4
05/08/2012, 12:00:20, Note,3
05/08/2012, 12:00:20, Note,2
05/08/2012, 12:00:21, Note,1
05/08/2012, 12:00:21, Note,8
05/08/2012, 12:00:21, Note,8
05/08/2012, 12:00:21, Switching to noises
05/08/2012, 12:00:21, Note,6
05/08/2012, 12:00:21, Note,2
05/08/2012, 12:00:22, Note,3
05/08/2012, 12:00:23, Note,5
05/08/2012, 12:00:23, Note,6
05/08/2012, 12:00:23, Note,7
05/08/2012, 12:00:23, Note,6
05/08/2012, 12:00:24, Note,6
05/08/2012, 12:00:25, Note,5
05/08/2012, 12:00:25, Note,5
05/08/2012, 12:00:26, Note,7
05/08/2012, 12:00:26, Note,4
05/08/2012, 12:00:27, Note,6
05/08/2012, 12:00:27, Note,5
05/08/2012, 12:00:28, Note,4
05/08/2012, 12:00:28, Note,4
05/08/2012, 12:00:28, Note,3
05/08/2012, 12:00:28, Note,2
05/08/2012, 12:00:28, Note,3
05/08/2012, 12:00:29, Note,2
05/08/2012, 12:00:29, Note,1
05/08/2012, 12:00:35, Note,6
05/08/2012, 12:00:40, Note,6
05/08/2012, 12:00:46, Note,6
05/08/2012, 12:00:47, Note,6
05/08/2012, 12:00:47, Note,6
05/08/2012, 12:00:53, Note,6
05/08/2012, 12:01:04, Screen Saver
05/08/2012, 12:01:15, Screen Saver
05/08/2012, 12:01:15, Note,6
05/08/2012, 12:01:18, Note,6
05/08/2012, 12:01:20, Note,6
05/08/2012, 12:01:31, Screen Saver
05/08/2012, 12:01:31, Note,6
05/08/2012, 12:01:32, Note,6
05/08/2012, 12:01:43, Screen Saver
05/08/2012, 12:01:50, Note,6
05/08/2012, 12:02:01, Screen Saver
05/08/2012, 12:02:06, Note,6
05/08/2012, 12:02:08, Note,6
05/08/2012, 12:02:09, Note,6
05/08/2012, 12:02:14, Note,6
05/08/2012, 12:02:22, Note,6
05/08/2012, 12:02:24, Note,6
05/08/2012, 12:02:34, Screen Saver
05/08/2012, 12:02:45, Screen Saver
05/08/2012, 12:02:56, Screen Saver
05/08/2012, 12:03:07, Screen Saver
05/08/2012, 12:03:11, Note,6
05/08/2012, 12:03:12, Note,6
05/08/2012, 12:03:16, Note,7
05/08/2012, 12:03:16, Note,7
05/08/2012, 12:03:16, Note,7
05/08/2012, 12:03:17, Note,7
05/08/2012, 12:03:17, Note,7
05/08/2012, 12:03:17, Note,7
05/08/2012, 12:03:17, Note,7
05/08/2012, 12:03:17, Note,7
05/08/2012, 12:03:17, Note,7
05/08/2012, 12:03:18, Note,7
05/08/2012, 12:03:18, Note,7
05/08/2012, 12:03:19, Note,7
05/08/2012, 12:03:19, Note,7
05/08/2012, 12:03:19, Note,7
05/08/2012, 12:03:19, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:20, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:21, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,6
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:22, Note,7
05/08/2012, 12:03:23, Note,7
05/08/2012, 12:03:23, Note,7
05/08/2012, 12:03:23, Note,7
05/08/2012, 12:03:24, Note,6
05/08/2012, 12:03:25, Note,6
05/08/2012, 12:03:27, Note,6
05/08/2012, 12:03:27, Note,6
05/08/2012, 12:03:27, Note,6
05/08/2012, 12:03:32, Note,6
05/08/2012, 12:03:36, Note,8
05/08/2012, 12:03:37, Note,8
05/08/2012, 12:03:39, Note,8
05/08/2012, 12:03:42, Note,8
05/08/2012, 12:03:43, Note,6
05/08/2012, 12:03:43, Note,6
05/08/2012, 12:03:44, Note,6
05/08/2012, 12:03:47, Note,8
05/08/2012, 12:03:48, Note,6
05/08/2012, 12:03:48, Note,6
05/08/2012, 12:03:49, Note,7
05/08/2012, 12:03:49, Note,7
05/08/2012, 12:03:50, Note,6
05/08/2012, 12:03:51, Note,5
05/08/2012, 12:03:57, Note,5
05/08/2012, 12:03:57, Note,5
05/08/2012, 12:03:57, Note,5
05/08/2012, 12:03:57, Note,5
05/08/2012, 12:03:58, Note,5
05/08/2012, 12:03:58, Note,5
05/08/2012, 12:03:58, Note,5
05/08/2012, 12:03:58, Note,6
05/08/2012, 12:03:58, Note,5
05/08/2012, 12:03:58, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:03:59, Note,5
05/08/2012, 12:04:00, Note,5
05/08/2012, 12:04:00, Note,5
05/08/2012, 12:04:00, Note,5
05/08/2012, 12:04:00, Note,5
05/08/2012, 12:04:00, Note,5
05/08/2012, 12:04:00, Note,5
05/08/2012, 12:04:01, Note,5
05/08/2012, 12:04:01, Note,6
05/08/2012, 12:04:01, Note,5
05/08/2012, 12:04:01, Note,5
05/08/2012, 12:04:02, Note,5
05/08/2012, 12:04:02, Note,5
05/08/2012, 12:04:02, Note,5
05/08/2012, 12:04:02, Note,5
05/08/2012, 12:04:02, Note,5
05/08/2012, 12:04:02, Note,5
05/08/2012, 12:04:03, Note,6
05/08/2012, 12:04:03, Note,5
05/08/2012, 12:04:03, Note,5
05/08/2012, 12:04:03, Note,5
05/08/2012, 12:04:03, Note,5
05/08/2012, 12:04:04, Note,5
05/08/2012, 12:04:04, Note,5
05/08/2012, 12:04:04, Note,5
05/08/2012, 12:04:04, Note,5
05/08/2012, 12:04:05, Note,5
05/08/2012, 12:04:05, Note,5
05/08/2012, 12:04:05, Note,5
05/08/2012, 12:04:05, Note,5
05/08/2012, 12:04:05, Note,5
05/08/2012, 12:04:05, Note,5
05/08/2012, 12:04:06, Note,5
05/08/2012, 12:04:06, Note,5
05/08/2012, 12:04:06, Note,5
05/08/2012, 12:04:06, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:07, Note,5
05/08/2012, 12:04:08, Note,5
05/08/2012, 12:04:08, Note,4
05/08/2012, 12:04:08, Note,4
05/08/2012, 12:04:09, Note,4
05/08/2012, 12:04:09, Note,4
05/08/2012, 12:04:09, Note,4
05/08/2012, 12:04:09, Note,4
05/08/2012, 12:04:09, Note,4
05/08/2012, 12:04:10, Note,4
05/08/2012, 12:04:10, Note,4
05/08/2012, 12:04:10, Note,4
05/08/2012, 12:04:10, Note,4
05/08/2012, 12:04:10, Note,4
05/08/2012, 12:04:10, Note,4
05/08/2012, 12:04:11, Note,4
05/08/2012, 12:04:11, Note,4
05/08/2012, 12:04:11, Note,4
05/08/2012, 12:04:11, Note,4
05/08/2012, 12:04:11, Note,4
05/08/2012, 12:04:12, Note,4
05/08/2012, 12:04:12, Note,4
05/08/2012, 12:04:12, Note,4
05/08/2012, 12:04:12, Note,4
05/08/2012, 12:04:13, Note,4
05/08/2012, 12:04:13, Note,4
05/08/2012, 12:04:13, Note,4
05/08/2012, 12:04:14, Note,4
05/08/2012, 12:04:14, Note,4
05/08/2012, 12:04:14, Note,4
05/08/2012, 12:04:15, Note,4
05/08/2012, 12:04:15, Note,4
05/08/2012, 12:04:15, Note,4
05/08/2012, 12:04:15, Note,4
05/08/2012, 12:04:15, Note,4
05/08/2012, 12:04:16, Note,4
05/08/2012, 12:04:17, Note,4
05/08/2012, 12:04:17, Note,4
05/08/2012, 12:04:18, Note,4
05/08/2012, 12:04:18, Note,4
05/08/2012, 12:04:19, Note,4
05/08/2012, 12:04:19, Note,4
05/08/2012, 12:04:20, Note,4
05/08/2012, 12:04:20, Note,4
05/08/2012, 12:04:21, Note,4
05/08/2012, 12:04:21, Note,4
05/08/2012, 12:04:21, Note,4
05/08/2012, 12:04:21, Note,4
05/08/2012, 12:04:21, Note,4
05/08/2012, 12:04:22, Note,4
05/08/2012, 12:04:22, Note,4
05/08/2012, 12:04:22, Note,4
05/08/2012, 12:04:22, Note,4
05/08/2012, 12:04:23, Note,4
05/08/2012, 12:04:23, Note,4
05/08/2012, 12:04:23, Note,4
05/08/2012, 12:04:24, Note,4
05/08/2012, 12:04:24, Note,4
05/08/2012, 12:04:24, Note,6
05/08/2012, 12:04:25, Note,4
05/08/2012, 12:04:26, Note,4
05/08/2012, 12:04:26, Note,4
05/08/2012, 12:04:26, Note,4
05/08/2012, 12:04:27, Note,4
05/08/2012, 12:04:27, Note,6
05/08/2012, 12:04:28, Note,3
05/08/2012, 12:04:31, Note,2
05/08/2012, 12:04:31, Note,2
05/08/2012, 12:04:31, Note,2
05/08/2012, 12:04:32, Note,2
05/08/2012, 12:04:32, Note,2
05/08/2012, 12:04:33, Note,2
05/08/2012, 12:04:33, Note,2
05/08/2012, 12:04:33, Note,2
05/08/2012, 12:04:34, Note,2
05/08/2012, 12:04:34, Note,2
05/08/2012, 12:04:34, Note,2
05/08/2012, 12:04:35, Note,2
05/08/2012, 12:04:35, Note,2
05/08/2012, 12:04:35, Note,2
05/08/2012, 12:04:35, Note,2
05/08/2012, 12:04:36, Note,2
05/08/2012, 12:04:36, Note,2
05/08/2012, 12:04:37, Note,1
05/08/2012, 12:04:37, Note,1
05/08/2012, 12:04:38, Note,1
05/08/2012, 12:04:39, Note,1
05/08/2012, 12:04:39, Note,1
05/08/2012, 12:04:40, Note,1
05/08/2012, 12:04:40, Note,1
05/08/2012, 12:04:40, Note,1
05/08/2012, 12:04:41, Note,1
05/08/2012, 12:04:41, Note,1
05/08/2012, 12:04:41, Note,1
05/08/2012, 12:04:42, Note,1
05/08/2012, 12:04:42, Note,1
05/08/2012, 12:04:43, Note,1
05/08/2012, 12:04:43, Note,1
05/08/2012, 12:04:43, Note,6
05/08/2012, 12:04:44, Note,6
05/08/2012, 12:04:44, Note,1
05/08/2012, 12:04:45, Note,6
05/08/2012, 12:04:45, Note,1
05/08/2012, 12:04:46, Note,1
05/08/2012, 12:04:46, Note,1
05/08/2012, 12:04:47, Switching to instrument 0
05/08/2012, 12:04:48, Switching to instrument 1
05/08/2012, 12:04:49, Switching to instrument 2
05/08/2012, 12:04:50, Switching to instrument 3
05/08/2012, 12:04:50, Switching to instrument 4
05/08/2012, 12:04:50, Switching to noises
05/08/2012, 12:04:50, Switching to instrument 0
05/08/2012, 12:04:52, Switching to instrument 1
05/08/2012, 12:04:52, Switching to instrument 2
05/08/2012, 12:04:52, Switching to instrument 3
05/08/2012, 12:04:52, Switching to instrument 4
05/08/2012, 12:04:52, Note,8
05/08/2012, 12:04:53, Switching to noises
05/08/2012, 12:04:53, Note,6
05/08/2012, 12:04:53, Switching to instrument 0
05/08/2012, 12:04:54, Switching to instrument 1
05/08/2012, 12:04:54, Switching to instrument 2
05/08/2012, 12:04:54, Switching to instrument 3
05/08/2012, 12:04:57, Switching to instrument 4
05/08/2012, 12:04:57, Switching to noises
05/08/2012, 12:05:01, Note,6
05/08/2012, 12:05:09, Note,6
05/08/2012, 12:05:19, Screen Saver
05/08/2012, 12:05:24, Note,6
05/08/2012, 12:05:25, Note,6
05/08/2012, 12:05:27, Note,6
05/08/2012, 12:05:37, Screen Saver
05/08/2012, 12:05:47, Note,6
05/08/2012, 12:05:49, Note,6
05/08/2012, 12:05:50, Note,6
05/08/2012, 12:05:56, Note,6
05/08/2012, 12:06:02, Note,8
05/08/2012, 12:06:07, Note,6
05/08/2012, 12:06:12, Note,6
05/08/2012, 12:06:12, Note,6
05/08/2012, 12:06:14, Note,6
05/08/2012, 12:06:16, Note,5
05/08/2012, 12:06:16, Note,5
05/08/2012, 12:06:16, Note,5
05/08/2012, 12:06:17, Note,5
05/08/2012, 12:06:17, Note,4
05/08/2012, 12:06:17, Note,6
05/08/2012, 12:06:18, Switching to instrument 0
05/08/2012, 12:06:19, Switching to instrument 1
05/08/2012, 12:06:22, Note,6
05/08/2012, 12:06:23, Note,1
05/08/2012, 12:06:23, Note,1
05/08/2012, 12:06:23, Note,2
05/08/2012, 12:06:23, Note,2
05/08/2012, 12:06:23, Note,2
05/08/2012, 12:06:23, Note,3
05/08/2012, 12:06:23, Note,2
05/08/2012, 12:06:23, Note,3
05/08/2012, 12:06:24, Note,3
05/08/2012, 12:06:24, Note,3
05/08/2012, 12:06:24, Note,5
05/08/2012, 12:06:24, Note,6
05/08/2012, 12:06:24, Note,6
05/08/2012, 12:06:25, Note,6
05/08/2012, 12:06:25, Note,8
05/08/2012, 12:06:25, Note,7
05/08/2012, 12:06:25, Note,7
05/08/2012, 12:06:25, Note,7
05/08/2012, 12:06:26, Note,6
05/08/2012, 12:06:26, Note,5
05/08/2012, 12:06:26, Note,5
05/08/2012, 12:06:27, Note,4
05/08/2012, 12:06:28, Note,6
05/08/2012, 12:06:28, Note,1
05/08/2012, 12:06:28, Note,1
05/08/2012, 12:06:29, Switching to instrument 2
05/08/2012, 12:06:29, Note,6
05/08/2012, 12:06:30, Note,6
05/08/2012, 12:06:31, Note,2
05/08/2012, 12:06:32, Note,3
05/08/2012, 12:06:32, Note,6
05/08/2012, 12:06:32, Note,3
05/08/2012, 12:06:32, Note,3
05/08/2012, 12:06:32, Note,3
05/08/2012, 12:06:33, Note,6
05/08/2012, 12:06:33, Note,4
05/08/2012, 12:06:34, Note,5
05/08/2012, 12:06:34, Note,6
05/08/2012, 12:06:34, Note,8
05/08/2012, 12:06:35, Note,7
05/08/2012, 12:06:35, Note,6
05/08/2012, 12:06:35, Note,7
05/08/2012, 12:06:35, Note,6
05/08/2012, 12:06:35, Note,4
05/08/2012, 12:06:36, Note,5
05/08/2012, 12:06:36, Note,6
05/08/2012, 12:06:36, Note,7
05/08/2012, 12:06:36, Note,8
05/08/2012, 12:06:37, Note,8
05/08/2012, 12:06:37, Note,7
05/08/2012, 12:06:37, Note,5
05/08/2012, 12:06:37, Note,7
05/08/2012, 12:06:39, Note,6
05/08/2012, 12:06:39, Note,6
05/08/2012, 12:06:39, Note,5
05/08/2012, 12:06:40, Note,6
05/08/2012, 12:06:42, Note,6
05/08/2012, 12:06:49, Note,6
05/08/2012, 12:06:51, Note,8
05/08/2012, 12:06:51, Note,6
05/08/2012, 12:06:56, Note,6
05/08/2012, 12:06:58, Note,6
05/08/2012, 12:06:59, Note,8
05/08/2012, 12:07:10, Screen Saver
05/08/2012, 12:07:10, Note,6
05/08/2012, 12:07:12, Note,6
05/08/2012, 12:07:21, Note,6
05/08/2012, 12:07:25, Note,6
05/08/2012, 12:07:29, Note,6
05/08/2012, 12:07:30, Note,6
05/08/2012, 12:07:32, Note,6
05/08/2012, 12:07:35, Note,6
05/08/2012, 12:07:35, Note,6
05/08/2012, 12:07:36, Note,6
05/08/2012, 12:07:39, Note,6
05/08/2012, 12:07:39, Note,7
05/08/2012, 12:07:39, Note,7
05/08/2012, 12:07:42, Note,5
05/08/2012, 12:07:42, Note,4
05/08/2012, 12:07:44, Note,2
05/08/2012, 12:07:44, Note,6
05/08/2012, 12:07:44, Note,2
05/08/2012, 12:07:44, Note,1
05/08/2012, 12:07:45, Note,1
05/08/2012, 12:07:45, Note,1
05/08/2012, 12:07:46, Switching to instrument 3
05/08/2012, 12:07:46, Switching to instrument 4
05/08/2012, 12:07:46, Switching to noises
05/08/2012, 12:07:46, Note,6
05/08/2012, 12:07:48, Note,5
05/08/2012, 12:07:48, Switching to instrument 0
05/08/2012, 12:07:49, Switching to instrument 1
05/08/2012, 12:07:49, Switching to instrument 2
05/08/2012, 12:07:50, Note,7
05/08/2012, 12:07:50, Note,7
05/08/2012, 12:07:50, Switching to instrument 3
05/08/2012, 12:07:51, Switching to instrument 4
05/08/2012, 12:07:51, Switching to noises
05/08/2012, 12:07:51, Note,7
05/08/2012, 12:07:52, Note,6
05/08/2012, 12:07:52, Switching to instrument 0
05/08/2012, 12:07:52, Switching to instrument 1
05/08/2012, 12:07:52, Switching to instrument 2
05/08/2012, 12:07:52, Switching to instrument 3
05/08/2012, 12:07:52, Switching to instrument 4
05/08/2012, 12:07:52, Switching to noises
05/08/2012, 12:07:52, Switching to instrument 0
05/08/2012, 12:07:52, Switching to instrument 1
05/08/2012, 12:07:56, Switching to instrument 2
05/08/2012, 12:07:57, Switching to instrument 3
05/08/2012, 12:07:58, Switching to instrument 4
05/08/2012, 12:08:01, Switching to noises
05/08/2012, 12:08:03, Switching to instrument 0
05/08/2012, 12:08:03, Note,6
05/08/2012, 12:08:14, Screen Saver
05/08/2012, 12:08:18, Note,6
05/08/2012, 12:08:29, Screen Saver
05/08/2012, 12:08:34, Note,6
05/08/2012, 12:08:45, Note,6
05/08/2012, 12:08:53, Note,6
05/08/2012, 12:09:03, Note,6
05/08/2012, 12:09:04, Note,6
05/08/2012, 12:09:11, Note,6
05/08/2012, 12:09:14, Note,6
05/08/2012, 12:09:24, Screen Saver
05/08/2012, 12:09:28, Note,6
05/08/2012, 12:09:29, Note,6
05/08/2012, 12:09:36, Note,6
05/08/2012, 12:09:36, Note,6
05/08/2012, 12:09:47, Screen Saver
05/08/2012, 12:09:56, Note,8
05/08/2012, 12:09:56, Note,7
05/08/2012, 12:10:00, Note,6
05/08/2012, 12:10:00, Note,6
05/08/2012, 12:10:05, Note,6
05/08/2012, 12:10:06, Note,6
05/08/2012, 12:10:06, Note,6
05/08/2012, 12:10:08, Note,6
05/08/2012, 12:10:09, Note,6
05/08/2012, 12:10:14, Note,6
05/08/2012, 12:10:16, Note,6
05/08/2012, 12:10:20, Note,6
05/08/2012, 12:10:20, Note,6
05/08/2012, 12:10:23, Note,6
05/08/2012, 12:10:23, Note,6
05/08/2012, 12:10:31, Note,6
05/08/2012, 12:10:37, Note,6
05/08/2012, 12:10:37, Note,6
05/08/2012, 12:10:38, Note,6
05/08/2012, 12:10:42, Note,6
05/08/2012, 12:10:52, Screen Saver
05/08/2012, 12:10:52, Note,6
05/08/2012, 12:11:00, Note,6
05/08/2012, 12:11:10, Screen Saver
05/08/2012, 12:11:10, Note,6
05/08/2012, 12:11:17, Note,8
05/08/2012, 12:11:17, Note,6
05/08/2012, 12:11:18, Note,5
05/08/2012, 12:11:19, Note,1
05/08/2012, 12:11:20, Note,2
05/08/2012, 12:11:20, Note,3
05/08/2012, 12:11:20, Note,6
05/08/2012, 12:11:22, Note,4
05/08/2012, 12:11:25, Note,6
05/08/2012, 12:11:27, Note,8
05/08/2012, 12:11:28, Note,4
05/08/2012, 12:11:30, Note,1
05/08/2012, 12:11:32, Note,1
05/08/2012, 12:11:36, Note,6
05/08/2012, 12:11:45, Note,5
05/08/2012, 12:11:45, Note,5
05/08/2012, 12:11:46, Note,4
05/08/2012, 12:11:46, Note,3
05/08/2012, 12:11:47, Note,2
05/08/2012, 12:11:47, Note,2
