WvVHø00/00/0000, 00:00:00, Master Init Complete
01/06/2013, 13:45:13, Note,3
01/06/2013, 13:45:14, Note,3
01/06/2013, 13:45:14, Note,2
01/06/2013, 13:45:14, Note,4
01/06/2013, 13:45:14, Note,4
01/06/2013, 13:45:14, Note,5
01/06/2013, 13:45:14, Note,6
01/06/2013, 13:45:14, Note,6
01/06/2013, 13:45:14, Note,7
01/06/2013, 13:45:14, Note,6
01/06/2013, 13:45:14, Note,4
01/06/2013, 13:45:15, Note,6
01/06/2013, 13:45:15, Note,6
01/06/2013, 13:45:15, Note,3
01/06/2013, 13:45:15, Note,5
01/06/2013, 13:45:15, Note,2
01/06/2013, 13:45:15, Note,3
01/06/2013, 13:45:15, Note,1
01/06/2013, 13:45:15, Note,3
01/06/2013, 13:45:16, Note,5
01/06/2013, 13:45:16, Note,6
01/06/2013, 13:45:16, Note,4
01/06/2013, 13:45:16, Note,7
01/06/2013, 13:45:16, Note,6
01/06/2013, 13:45:16, Note,2
01/06/2013, 13:45:16, Note,5
01/06/2013, 13:45:16, Note,2
01/06/2013, 13:45:16, Note,3
01/06/2013, 13:45:17, Note,2
01/06/2013, 13:45:17, Note,3
01/06/2013, 13:45:17, Note,3
01/06/2013, 13:45:17, Note,3
01/06/2013, 13:45:17, Note,5
01/06/2013, 13:45:17, Note,4
01/06/2013, 13:45:17, Note,4
01/06/2013, 13:45:17, Note,6
01/06/2013, 13:45:17, Note,6
01/06/2013, 13:45:18, Note,6
01/06/2013, 13:45:18, Note,5
01/06/2013, 13:45:18, Note,3
01/06/2013, 13:45:18, Note,3
01/06/2013, 13:45:19, Note,2
01/06/2013, 13:45:19, Note,4
01/06/2013, 13:45:19, Note,3
01/06/2013, 13:45:19, Note,5
01/06/2013, 13:45:19, Note,6
01/06/2013, 13:45:19, Note,6
01/06/2013, 13:45:20, Note,3
01/06/2013, 13:45:31, Screen Saver
01/06/2013, 13:45:42, Screen Saver
01/06/2013, 13:45:53, Screen Saver
01/06/2013, 13:46:04, Screen Saver
01/06/2013, 13:46:15, Screen Saver
01/06/2013, 13:46:26, Screen Saver
01/06/2013, 13:46:37, Screen Saver
01/06/2013, 13:46:48, Screen Saver
01/06/2013, 13:46:52, Note,3
01/06/2013, 13:46:56, Note,3
01/06/2013, 13:46:59, Note,3
01/06/2013, 13:47:02, Note,3
01/06/2013, 13:47:08, Note,7
01/06/2013, 13:47:09, Note,8
01/06/2013, 13:47:10, Note,8
01/06/2013, 13:47:11, Note,6
01/06/2013, 13:47:19, Note,8
01/06/2013, 13:47:19, Note,7
01/06/2013, 13:47:20, Note,8
01/06/2013, 13:47:23, Note,8
01/06/2013, 13:47:24, Note,7
01/06/2013, 13:47:25, Note,7
01/06/2013, 13:47:25, Note,6
01/06/2013, 13:47:25, Note,5
01/06/2013, 13:47:25, Note,5
01/06/2013, 13:47:25, Note,5
01/06/2013, 13:47:25, Note,5
01/06/2013, 13:47:26, Note,5
01/06/2013, 13:47:26, Note,5
01/06/2013, 13:47:26, Note,5
01/06/2013, 13:47:28, Note,8
01/06/2013, 13:47:28, Note,8
01/06/2013, 13:47:29, Note,5
01/06/2013, 13:47:29, Note,7
01/06/2013, 13:47:29, Note,6
01/06/2013, 13:47:30, Note,5
01/06/2013, 13:47:30, Note,4
01/06/2013, 13:47:31, Note,5
01/06/2013, 13:47:31, Note,6
01/06/2013, 13:47:31, Note,6
01/06/2013, 13:47:31, Note,7
01/06/2013, 13:47:32, Note,8
01/06/2013, 13:47:32, Note,8
01/06/2013, 13:47:35, Note,1
01/06/2013, 13:47:36, Note,2
01/06/2013, 13:47:36, Note,4
01/06/2013, 13:47:37, Note,5
01/06/2013, 13:47:37, Note,6
01/06/2013, 13:47:37, Note,7
01/06/2013, 13:47:48, Screen Saver
01/06/2013, 13:47:50, Note,8
01/06/2013, 13:47:50, Note,8
01/06/2013, 13:47:50, Note,8
01/06/2013, 13:47:51, Note,8
01/06/2013, 13:47:52, Note,8
01/06/2013, 13:47:52, Note,8
01/06/2013, 13:47:52, Note,8
01/06/2013, 13:47:53, Note,8
01/06/2013, 13:47:53, Note,8
01/06/2013, 13:47:55, Note,8
01/06/2013, 13:47:55, Note,8
01/06/2013, 13:47:56, Note,8
01/06/2013, 13:47:56, Note,7
01/06/2013, 13:47:56, Note,8
01/06/2013, 13:47:56, Note,7
01/06/2013, 13:47:56, Note,8
01/06/2013, 13:47:56, Note,8
01/06/2013, 13:47:57, Note,8
01/06/2013, 13:47:57, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:47:58, Note,8
01/06/2013, 13:48:05, Note,8
01/06/2013, 13:48:07, Note,8
01/06/2013, 13:48:08, Note,7
01/06/2013, 13:48:08, Note,6
01/06/2013, 13:48:08, Note,6
01/06/2013, 13:48:10, Note,7
01/06/2013, 13:48:10, Note,6
01/06/2013, 13:48:10, Note,6
01/06/2013, 13:48:10, Note,7
01/06/2013, 13:48:11, Note,6
01/06/2013, 13:48:13, Note,8
01/06/2013, 13:48:14, Note,8
01/06/2013, 13:48:14, Note,7
01/06/2013, 13:48:16, Note,7
01/06/2013, 13:48:16, Note,3
01/06/2013, 13:48:16, Note,3
01/06/2013, 13:48:16, Note,3
01/06/2013, 13:48:17, Note,6
01/06/2013, 13:48:17, Note,3
01/06/2013, 13:48:17, Note,3
01/06/2013, 13:48:18, Note,3
01/06/2013, 13:48:18, Note,3
01/06/2013, 13:48:18, Note,6
01/06/2013, 13:48:18, Note,3
01/06/2013, 13:48:19, Note,6
01/06/2013, 13:48:19, Note,3
01/06/2013, 13:48:19, Note,5
01/06/2013, 13:48:19, Note,3
01/06/2013, 13:48:19, Note,3
01/06/2013, 13:48:20, Note,3
01/06/2013, 13:48:20, Note,7
01/06/2013, 13:48:20, Note,3
01/06/2013, 13:48:20, Note,3
01/06/2013, 13:48:20, Note,3
01/06/2013, 13:48:21, Note,3
01/06/2013, 13:48:21, Note,3
01/06/2013, 13:48:21, Note,5
01/06/2013, 13:48:21, Note,5
01/06/2013, 13:48:21, Note,3
01/06/2013, 13:48:21, Note,5
01/06/2013, 13:48:21, Note,5
01/06/2013, 13:48:21, Note,3
01/06/2013, 13:48:21, Note,5
01/06/2013, 13:48:22, Note,5
01/06/2013, 13:48:22, Note,5
01/06/2013, 13:48:22, Note,7
01/06/2013, 13:48:22, Note,7
01/06/2013, 13:48:23, Note,3
01/06/2013, 13:48:23, Note,6
01/06/2013, 13:48:23, Note,5
01/06/2013, 13:48:23, Note,6
01/06/2013, 13:48:24, Note,7
01/06/2013, 13:48:24, Note,5
01/06/2013, 13:48:24, Note,4
01/06/2013, 13:48:25, Note,2
01/06/2013, 13:48:25, Note,5
01/06/2013, 13:48:26, Note,7
01/06/2013, 13:48:27, Note,5
01/06/2013, 13:48:27, Note,4
01/06/2013, 13:48:28, Note,2
01/06/2013, 13:48:28, Note,2
01/06/2013, 13:48:29, Switching to instrument 0
01/06/2013, 13:48:30, Switching to instrument 1
01/06/2013, 13:48:31, Note,7
01/06/2013, 13:48:31, Note,4
01/06/2013, 13:48:32, Note,4
01/06/2013, 13:48:32, Note,7
01/06/2013, 13:48:32, Switching to instrument 2
01/06/2013, 13:48:32, Note,4
01/06/2013, 13:48:32, Note,7
01/06/2013, 13:48:33, Note,5
01/06/2013, 13:48:33, Switching to instrument 3
01/06/2013, 13:48:33, Note,8
01/06/2013, 13:48:33, Note,4
01/06/2013, 13:48:34, Switching to instrument 4
01/06/2013, 13:48:34, Switching to noises
01/06/2013, 13:48:34, Switching to instrument 0
01/06/2013, 13:48:34, Note,7
01/06/2013, 13:48:34, Note,3
01/06/2013, 13:48:34, Note,6
01/06/2013, 13:48:34, Note,4
01/06/2013, 13:48:36, Note,7
01/06/2013, 13:48:36, Note,8
01/06/2013, 13:48:37, Note,5
01/06/2013, 13:48:37, Note,7
01/06/2013, 13:48:37, Switching to instrument 1
01/06/2013, 13:48:37, Note,4
01/06/2013, 13:48:37, Note,5
01/06/2013, 13:48:37, Note,7
01/06/2013, 13:48:37, Note,8
01/06/2013, 13:48:38, Note,8
01/06/2013, 13:48:38, Note,5
01/06/2013, 13:48:38, Note,7
01/06/2013, 13:48:38, Note,6
01/06/2013, 13:48:38, Note,6
01/06/2013, 13:48:38, Note,7
01/06/2013, 13:48:38, Note,7
01/06/2013, 13:48:39, Note,1
01/06/2013, 13:48:40, Switching to instrument 2
01/06/2013, 13:48:41, Note,5
01/06/2013, 13:48:41, Note,4
01/06/2013, 13:48:42, Note,3
01/06/2013, 13:48:42, Note,4
01/06/2013, 13:48:42, Note,5
01/06/2013, 13:48:42, Note,5
01/06/2013, 13:48:43, Switching to instrument 3
01/06/2013, 13:48:43, Note,5
01/06/2013, 13:48:43, Note,4
01/06/2013, 13:48:44, Note,4
01/06/2013, 13:48:44, Note,4
01/06/2013, 13:48:44, Note,4
01/06/2013, 13:48:44, Note,4
01/06/2013, 13:48:45, Note,4
01/06/2013, 13:48:46, Note,4
01/06/2013, 13:48:46, Note,4
01/06/2013, 13:48:46, Switching to instrument 4
01/06/2013, 13:48:46, Note,4
01/06/2013, 13:48:47, Note,4
01/06/2013, 13:48:47, Note,1
01/06/2013, 13:48:47, Note,2
01/06/2013, 13:48:58, Screen Saver
01/06/2013, 13:49:08, Note,3
01/06/2013, 13:49:09, Note,1
01/06/2013, 13:49:10, Note,1
01/06/2013, 13:49:10, Note,1
01/06/2013, 13:49:10, Note,1
01/06/2013, 13:49:13, Note,1
01/06/2013, 13:49:14, Note,2
01/06/2013, 13:49:15, Note,3
01/06/2013, 13:49:15, Note,3
01/06/2013, 13:49:15, Note,3
01/06/2013, 13:49:15, Note,3
01/06/2013, 13:49:16, Note,4
01/06/2013, 13:49:16, Note,5
01/06/2013, 13:49:17, Note,6
01/06/2013, 13:49:18, Note,7
01/06/2013, 13:49:19, Note,8
01/06/2013, 13:49:20, Note,7
01/06/2013, 13:49:20, Note,6
01/06/2013, 13:49:20, Note,5
01/06/2013, 13:49:20, Note,5
01/06/2013, 13:49:20, Note,4
01/06/2013, 13:49:20, Note,5
01/06/2013, 13:49:20, Note,5
01/06/2013, 13:49:21, Note,6
01/06/2013, 13:49:21, Note,7
01/06/2013, 13:49:21, Note,5
01/06/2013, 13:49:21, Note,8
01/06/2013, 13:49:21, Note,8
01/06/2013, 13:49:22, Note,7
01/06/2013, 13:49:22, Note,6
01/06/2013, 13:49:22, Note,5
01/06/2013, 13:49:22, Note,6
01/06/2013, 13:49:23, Note,5
01/06/2013, 13:49:23, Note,4
01/06/2013, 13:49:23, Note,3
01/06/2013, 13:49:23, Note,2
01/06/2013, 13:49:23, Note,1
01/06/2013, 13:49:24, Note,2
01/06/2013, 13:49:24, Note,1
01/06/2013, 13:49:24, Note,2
01/06/2013, 13:49:24, Note,3
01/06/2013, 13:49:24, Note,4
01/06/2013, 13:49:24, Note,6
01/06/2013, 13:49:24, Note,8
01/06/2013, 13:49:25, Switching to noises
01/06/2013, 13:49:25, Note,8
01/06/2013, 13:49:25, Note,7
01/06/2013, 13:49:25, Note,5
01/06/2013, 13:49:26, Note,1
01/06/2013, 13:49:27, Note,1
01/06/2013, 13:49:27, Note,8
01/06/2013, 13:49:27, Note,7
01/06/2013, 13:49:32, Note,1
01/06/2013, 13:49:32, Note,2
01/06/2013, 13:49:33, Note,3
01/06/2013, 13:49:33, Note,3
01/06/2013, 13:49:33, Note,4
01/06/2013, 13:49:34, Note,2
01/06/2013, 13:49:35, Note,1
01/06/2013, 13:49:35, Note,2
01/06/2013, 13:49:36, Note,3
01/06/2013, 13:49:36, Note,2
01/06/2013, 13:49:36, Note,2
01/06/2013, 13:49:37, Note,1
01/06/2013, 13:49:38, Note,2
01/06/2013, 13:49:39, Switching to instrument 0
01/06/2013, 13:49:41, Note,2
01/06/2013, 13:49:42, Note,3
01/06/2013, 13:49:42, Note,2
01/06/2013, 13:49:43, Note,1
01/06/2013, 13:49:43, Note,1
01/06/2013, 13:49:44, Note,2
01/06/2013, 13:49:44, Switching to instrument 1
01/06/2013, 13:49:44, Note,1
01/06/2013, 13:49:44, Note,3
01/06/2013, 13:49:45, Switching to instrument 2
01/06/2013, 13:49:45, Note,3
01/06/2013, 13:49:46, Switching to instrument 3
01/06/2013, 13:49:46, Note,4
01/06/2013, 13:49:46, Note,3
01/06/2013, 13:49:46, Switching to instrument 4
01/06/2013, 13:49:46, Note,5
01/06/2013, 13:49:46, Note,4
01/06/2013, 13:49:47, Note,6
01/06/2013, 13:49:47, Switching to noises
01/06/2013, 13:49:47, Switching to instrument 0
01/06/2013, 13:49:48, Switching to instrument 1
01/06/2013, 13:49:48, Note,4
01/06/2013, 13:49:48, Switching to instrument 2
01/06/2013, 13:49:48, Note,5
01/06/2013, 13:49:48, Note,3
01/06/2013, 13:49:48, Note,4
01/06/2013, 13:49:49, Switching to instrument 3
01/06/2013, 13:49:49, Note,2
01/06/2013, 13:49:49, Note,4
01/06/2013, 13:49:50, Note,4
01/06/2013, 13:49:50, Note,2
01/06/2013, 13:49:50, Switching to instrument 4
01/06/2013, 13:49:50, Note,5
01/06/2013, 13:49:50, Note,5
01/06/2013, 13:49:51, Note,4
01/06/2013, 13:49:51, Note,6
01/06/2013, 13:49:51, Switching to noises
01/06/2013, 13:49:52, Switching to instrument 0
01/06/2013, 13:49:53, Switching to instrument 1
01/06/2013, 13:49:54, Note,5
01/06/2013, 13:49:54, Switching to instrument 2
01/06/2013, 13:49:54, Note,5
01/06/2013, 13:49:55, Switching to instrument 3
01/06/2013, 13:49:55, Note,4
01/06/2013, 13:49:55, Switching to instrument 4
01/06/2013, 13:49:56, Note,1
01/06/2013, 13:49:57, Note,2
01/06/2013, 13:49:57, Note,2
01/06/2013, 13:49:57, Note,3
01/06/2013, 13:49:57, Note,4
01/06/2013, 13:49:58, Note,5
01/06/2013, 13:49:58, Note,6
01/06/2013, 13:49:58, Note,7
01/06/2013, 13:50:09, Screen Saver
01/06/2013, 13:50:20, Screen Saver
01/06/2013, 13:50:31, Screen Saver
01/06/2013, 13:50:42, Screen Saver
01/06/2013, 13:50:53, Screen Saver
01/06/2013, 13:50:53, Note,6
01/06/2013, 13:50:54, Note,6
01/06/2013, 13:50:54, Note,5
01/06/2013, 13:50:56, Note,5
01/06/2013, 13:50:57, Note,5
01/06/2013, 13:50:59, Note,4
01/06/2013, 13:51:01, Note,3
01/06/2013, 13:51:02, Note,3
01/06/2013, 13:51:02, Note,3
01/06/2013, 13:51:02, Note,2
01/06/2013, 13:51:13, Screen Saver
01/06/2013, 13:51:16, Note,1
01/06/2013, 13:51:17, Note,1
01/06/2013, 13:51:18, Note,2
01/06/2013, 13:51:18, Note,2
01/06/2013, 13:51:18, Note,2
01/06/2013, 13:51:19, Note,2
01/06/2013, 13:51:19, Note,2
01/06/2013, 13:51:19, Note,2
01/06/2013, 13:51:20, Note,2
01/06/2013, 13:51:20, Note,2
01/06/2013, 13:51:20, Note,2
01/06/2013, 13:51:21, Note,3
01/06/2013, 13:51:21, Note,3
01/06/2013, 13:51:22, Note,3
01/06/2013, 13:51:22, Note,3
01/06/2013, 13:51:23, Note,4
01/06/2013, 13:51:23, Note,4
01/06/2013, 13:51:23, Note,4
01/06/2013, 13:51:23, Note,4
01/06/2013, 13:51:26, Note,5
01/06/2013, 13:51:28, Note,6
01/06/2013, 13:51:30, Note,7
01/06/2013, 13:51:30, Note,7
01/06/2013, 13:51:31, Note,8
01/06/2013, 13:51:32, Note,8
01/06/2013, 13:51:32, Note,8
01/06/2013, 13:51:34, Note,7
01/06/2013, 13:51:34, Note,7
01/06/2013, 13:51:39, Note,6
01/06/2013, 13:51:39, Note,6
01/06/2013, 13:51:39, Note,6
01/06/2013, 13:51:42, Note,4
01/06/2013, 13:51:53, Screen Saver
01/06/2013, 13:52:04, Screen Saver
01/06/2013, 13:52:15, Screen Saver
01/06/2013, 13:52:26, Screen Saver
01/06/2013, 13:52:37, Screen Saver
01/06/2013, 13:52:48, Screen Saver
01/06/2013, 13:52:59, Screen Saver
01/06/2013, 13:53:10, Screen Saver
01/06/2013, 13:53:21, Screen Saver
01/06/2013, 13:53:32, Screen Saver
01/06/2013, 13:53:43, Screen Saver
01/06/2013, 13:53:54, Screen Saver
01/06/2013, 13:54:05, Screen Saver
01/06/2013, 13:54:16, Screen Saver
01/06/2013, 13:54:27, Screen Saver
01/06/2013, 13:54:38, Screen Saver
01/06/2013, 13:54:49, Screen Saver
01/06/2013, 13:55:00, Screen Saver
01/06/2013, 13:55:11, Screen Saver
01/06/2013, 13:55:22, Screen Saver
01/06/2013, 13:55:33, Screen Saver
01/06/2013, 13:55:44, Screen Saver
01/06/2013, 13:55:55, Screen Saver
01/06/2013, 13:56:06, Screen Saver
01/06/2013, 13:56:17, Screen Saver
01/06/2013, 13:56:29, Screen Saver
01/06/2013, 13:56:34, Note,4
01/06/2013, 13:56:36, Note,4
01/06/2013, 13:56:37, Note,2
01/06/2013, 13:56:38, Note,1
01/06/2013, 13:56:49, Screen Saver
01/06/2013, 13:57:00, Screen Saver
01/06/2013, 13:57:11, Screen Saver
01/06/2013, 13:57:22, Screen Saver
01/06/2013, 13:57:33, Screen Saver
01/06/2013, 13:57:44, Screen Saver
01/06/2013, 13:57:55, Screen Saver
01/06/2013, 13:58:06, Screen Saver
01/06/2013, 13:58:17, Screen Saver
01/06/2013, 13:58:27, Note,4
01/06/2013, 13:58:27, Note,3
01/06/2013, 13:58:27, Note,5
01/06/2013, 13:58:28, Note,5
01/06/2013, 13:58:29, Note,3
01/06/2013, 13:58:29, Note,3
01/06/2013, 13:58:30, Note,2
01/06/2013, 13:58:30, Note,2
01/06/2013, 13:58:31, Note,2
01/06/2013, 13:58:31, Note,3
01/06/2013, 13:58:31, Note,3
01/06/2013, 13:58:31, Note,4
01/06/2013, 13:58:32, Note,3
01/06/2013, 13:58:32, Note,2
01/06/2013, 13:58:32, Note,1
01/06/2013, 13:58:33, Note,2
01/06/2013, 13:58:33, Note,3
01/06/2013, 13:58:33, Note,4
01/06/2013, 13:58:34, Note,5
01/06/2013, 13:58:34, Note,6
01/06/2013, 13:58:34, Note,5
01/06/2013, 13:58:34, Note,7
01/06/2013, 13:58:34, Note,5
01/06/2013, 13:58:34, Note,8
01/06/2013, 13:58:34, Note,5
01/06/2013, 13:58:34, Note,5
01/06/2013, 13:58:35, Note,5
01/06/2013, 13:58:35, Note,5
01/06/2013, 13:58:35, Note,7
01/06/2013, 13:58:35, Note,5
01/06/2013, 13:58:35, Note,6
01/06/2013, 13:58:35, Note,5
01/06/2013, 13:58:35, Note,3
01/06/2013, 13:58:36, Note,2
01/06/2013, 13:58:36, Note,1
01/06/2013, 13:58:36, Note,3
01/06/2013, 13:58:36, Note,3
01/06/2013, 13:58:36, Note,4
01/06/2013, 13:58:36, Note,5
01/06/2013, 13:58:36, Note,4
01/06/2013, 13:58:37, Note,6
01/06/2013, 13:58:37, Note,5
01/06/2013, 13:58:37, Note,7
01/06/2013, 13:58:37, Note,6
01/06/2013, 13:58:37, Note,8
01/06/2013, 13:58:37, Note,5
01/06/2013, 13:58:37, Note,7
01/06/2013, 13:58:37, Note,5
01/06/2013, 13:58:37, Note,5
01/06/2013, 13:58:37, Note,5
01/06/2013, 13:58:37, Note,5
01/06/2013, 13:58:38, Note,7
01/06/2013, 13:58:38, Note,4
01/06/2013, 13:58:38, Note,6
01/06/2013, 13:58:38, Note,3
01/06/2013, 13:58:38, Note,5
01/06/2013, 13:58:38, Note,2
01/06/2013, 13:58:38, Note,4
01/06/2013, 13:58:38, Note,1
01/06/2013, 13:58:39, Note,4
01/06/2013, 13:58:39, Note,3
01/06/2013, 13:58:39, Note,4
01/06/2013, 13:58:39, Note,4
01/06/2013, 13:58:39, Note,5
01/06/2013, 13:58:40, Note,5
01/06/2013, 13:58:40, Note,5
01/06/2013, 13:58:40, Note,5
01/06/2013, 13:58:41, Note,8
01/06/2013, 13:58:42, Note,8
01/06/2013, 13:58:42, Note,6
01/06/2013, 13:58:42, Note,5
01/06/2013, 13:58:42, Note,6
01/06/2013, 13:58:43, Note,7
01/06/2013, 13:58:43, Note,5
01/06/2013, 13:58:43, Note,5
01/06/2013, 13:58:43, Note,5
01/06/2013, 13:58:43, Note,5
01/06/2013, 13:58:43, Note,6
01/06/2013, 13:58:44, Note,6
01/06/2013, 13:58:44, Note,5
01/06/2013, 13:58:44, Note,5
01/06/2013, 13:58:44, Note,6
01/06/2013, 13:58:44, Note,7
01/06/2013, 13:58:45, Note,7
01/06/2013, 13:58:45, Note,6
01/06/2013, 13:58:45, Note,6
01/06/2013, 13:58:45, Note,7
01/06/2013, 13:58:45, Note,7
01/06/2013, 13:58:45, Note,6
01/06/2013, 13:58:46, Note,7
01/06/2013, 13:58:46, Note,7
01/06/2013, 13:58:46, Note,5
01/06/2013, 13:58:46, Note,6
01/06/2013, 13:58:46, Note,7
01/06/2013, 13:58:46, Note,5
01/06/2013, 13:58:46, Note,6
01/06/2013, 13:58:47, Note,7
01/06/2013, 13:58:47, Note,5
01/06/2013, 13:58:47, Note,6
01/06/2013, 13:58:47, Note,8
01/06/2013, 13:58:47, Note,8
01/06/2013, 13:58:47, Note,5
01/06/2013, 13:58:47, Note,6
01/06/2013, 13:58:47, Note,5
01/06/2013, 13:58:47, Note,6
01/06/2013, 13:58:47, Note,7
01/06/2013, 13:58:47, Note,5
01/06/2013, 13:58:47, Note,7
01/06/2013, 13:58:58, Screen Saver
01/06/2013, 13:59:06, Note,5
01/06/2013, 13:59:06, Note,5
01/06/2013, 13:59:06, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,8
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:07, Note,5
01/06/2013, 13:59:08, Note,5
01/06/2013, 13:59:08, Note,7
01/06/2013, 13:59:08, Note,6
01/06/2013, 13:59:09, Note,6
01/06/2013, 13:59:09, Note,6
01/06/2013, 13:59:09, Note,7
01/06/2013, 13:59:09, Note,5
01/06/2013, 13:59:09, Note,4
01/06/2013, 13:59:09, Note,5
01/06/2013, 13:59:10, Note,3
01/06/2013, 13:59:10, Note,4
01/06/2013, 13:59:10, Note,6
01/06/2013, 13:59:10, Note,2
01/06/2013, 13:59:10, Note,4
01/06/2013, 13:59:10, Note,1
01/06/2013, 13:59:10, Note,2
01/06/2013, 13:59:10, Note,2
01/06/2013, 13:59:11, Note,3
01/06/2013, 13:59:11, Note,4
01/06/2013, 13:59:11, Note,5
01/06/2013, 13:59:11, Note,7
01/06/2013, 13:59:11, Note,8
01/06/2013, 13:59:12, Note,7
01/06/2013, 13:59:22, Screen Saver
01/06/2013, 13:59:33, Screen Saver
01/06/2013, 13:59:41, Note,5
01/06/2013, 13:59:42, Note,6
01/06/2013, 13:59:42, Note,6
01/06/2013, 13:59:42, Note,5
01/06/2013, 13:59:42, Note,7
01/06/2013, 13:59:42, Note,5
01/06/2013, 13:59:43, Note,5
01/06/2013, 13:59:43, Note,5
01/06/2013, 13:59:43, Note,7
01/06/2013, 13:59:43, Note,5
01/06/2013, 13:59:43, Note,7
01/06/2013, 13:59:43, Note,5
01/06/2013, 13:59:43, Note,8
01/06/2013, 13:59:43, Note,5
01/06/2013, 13:59:44, Note,8
01/06/2013, 13:59:44, Note,6
01/06/2013, 13:59:44, Note,5
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,7
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,8
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,7
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:45, Note,8
01/06/2013, 13:59:45, Note,5
01/06/2013, 13:59:46, Note,5
01/06/2013, 13:59:46, Note,7
01/06/2013, 13:59:46, Note,5
01/06/2013, 13:59:46, Note,4
01/06/2013, 13:59:46, Note,3
01/06/2013, 13:59:47, Note,2
01/06/2013, 13:59:47, Note,1
01/06/2013, 13:59:47, Note,4
01/06/2013, 13:59:49, Note,5
01/06/2013, 13:59:49, Note,5
01/06/2013, 13:59:49, Note,8
01/06/2013, 13:59:49, Note,8
01/06/2013, 13:59:49, Note,6
01/06/2013, 13:59:49, Note,6
01/06/2013, 13:59:49, Note,8
01/06/2013, 13:59:49, Note,5
01/06/2013, 13:59:50, Note,7
01/06/2013, 13:59:50, Note,6
01/06/2013, 13:59:50, Note,4
01/06/2013, 13:59:50, Note,3
01/06/2013, 13:59:50, Note,2
01/06/2013, 13:59:50, Note,4
01/06/2013, 13:59:50, Note,5
01/06/2013, 13:59:50, Note,6
01/06/2013, 13:59:50, Note,4
01/06/2013, 13:59:50, Note,4
01/06/2013, 13:59:51, Note,4
01/06/2013, 13:59:51, Note,3
01/06/2013, 13:59:51, Note,4
01/06/2013, 13:59:51, Note,5
01/06/2013, 13:59:51, Note,5
01/06/2013, 13:59:51, Note,5
01/06/2013, 13:59:52, Note,3
01/06/2013, 13:59:52, Note,3
01/06/2013, 13:59:52, Note,2
01/06/2013, 13:59:52, Note,1
01/06/2013, 13:59:52, Note,1
01/06/2013, 13:59:52, Switching to noises
01/06/2013, 13:59:53, Switching to instrument 0
01/06/2013, 13:59:53, Note,1
01/06/2013, 13:59:55, Note,7
01/06/2013, 13:59:56, Note,1
01/06/2013, 13:59:56, Note,6
01/06/2013, 13:59:56, Note,8
01/06/2013, 13:59:56, Switching to instrument 1
01/06/2013, 13:59:56, Note,5
01/06/2013, 13:59:56, Note,1
01/06/2013, 13:59:56, Note,2
01/06/2013, 13:59:56, Note,6
01/06/2013, 13:59:57, Switching to instrument 2
01/06/2013, 13:59:57, Note,5
01/06/2013, 13:59:57, Note,4
01/06/2013, 13:59:57, Switching to instrument 3
01/06/2013, 13:59:57, Note,3
01/06/2013, 13:59:57, Note,4
01/06/2013, 13:59:58, Note,1
01/06/2013, 13:59:58, Note,4
01/06/2013, 13:59:58, Note,5
01/06/2013, 13:59:58, Switching to instrument 4
01/06/2013, 13:59:58, Note,6
01/06/2013, 13:59:58, Note,7
01/06/2013, 13:59:58, Note,5
01/06/2013, 13:59:59, Note,8
01/06/2013, 13:59:59, Note,6
01/06/2013, 13:59:59, Note,5
01/06/2013, 14:00:00, Note,2
01/06/2013, 14:00:00, Note,2
01/06/2013, 14:00:01, Note,3
01/06/2013, 14:00:01, Note,4
01/06/2013, 14:00:01, Note,4
01/06/2013, 14:00:01, Note,5
01/06/2013, 14:00:01, Note,5
01/06/2013, 14:00:01, Note,6
01/06/2013, 14:00:02, Note,6
01/06/2013, 14:00:02, Note,7
01/06/2013, 14:00:02, Note,3
01/06/2013, 14:00:03, Note,8
01/06/2013, 14:00:03, Note,1
01/06/2013, 14:00:03, Note,2
01/06/2013, 14:00:04, Note,1
01/06/2013, 14:00:04, Note,2
